title,pair_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len,pred,pred_l
No Fixed Address (band),42461,6,"In 1979, the band played its first large concert at the National Aboriginal Day held at Taperoo, South Australia.",rephrase,['It played its first concert on National Aboriginal Day held at Taperoo in 1979.'],4,0.28,2,25,#,-1
No Fixed Address (band),42461,7,"In 1980 the band made a movie ""Wrong Side of the Road"" with another CASM band, Us Mob.",ignore,"['In 1980, the band made a movie called ""Wrong Side of the Road"" with another band, Us Mob.']",5,0.32,2,25,#,-1
No Fixed Address (band),42461,8,The movie dealt with the trials and joys of touring and the contrasting receptions they received in Indigenous and non-Indigenous communities.,rephrase,['The movie was about the different receptions they received in Indigenous and non-Indigenous communities.'],6,0.36,2,25,#,-1
No Fixed Address (band),42461,9,"With the recording of the soundtrack, No Fixed Address and Us Mob became the first contemporary aboriginal bands to be recorded.",rephrase,"[""With the recording of the movie's soundtrack, No Fixed Address and Us Mob became some of the first Aboriginal rock bands to be recorded.""]",7,0.4,2,25,#,-1
No Fixed Address (band),42461,10,"On the strength of their live performances and airplay of their demo recordings on 5MMM they were the cover story on the August 1980 edition of national rock magazine ""Roadrunner"".",delete,[],8,0.44,3,25,#,-1
No Fixed Address (band),42461,11,"In 1982 the band were contracted to Rough Diamond Records, a subsidiary of Polygram Records and released their debut mini album ""From My Eyes"".",rephrase,"['In 1982, the band released its first album, ""From My Eyes"".']",8,0.48,3,25,#,-1
No Fixed Address (band),42461,12,"The album was launched at the Hilton Hotel by the Australian Prime Minister, Bob Hawke.",rephrase,['The album was launched at the Hilton Hotel by Prime Minister Bob Hawke.'],9,0.52,3,25,#,-1
No Fixed Address (band),42461,13,"The video for the single, ""From My Eyes"" was filmed at Hanging Rock, Victoria and the Old Melbourne Gaol.",delete,[],10,0.56,3,25,#,-1
No Fixed Address (band),42461,14,"The band toured Australia in 1982, in support of Peter Tosh.",ignore,"['The band toured Australia in 1982, in support of Peter Tosh.']",10,0.6,3,25,#,-1
No Fixed Address (band),42461,15,"Following the success of the Peter Tosh tour, the band became the first Aboriginal band to travel overseas, touring Great Britain, playing at nine cities including London, Bristol, Leeds, Plymouth and Manchester.",ssplit,"['After this, the band became the first Aboriginal band to travel overseas.', 'They played at nine cities in Great Britain.']",11,0.64,4,25,#,-1
No Fixed Address (band),42461,16,"Didgeridoo player, Billy Inda, made a guest appearance, Joe Geia played the introduction didgeridoo on folk rock band Goanna's single ""Solid Rock"" from their 1982 album, ""Spirit of Place"" – it peaked at No. 3 in October on the Kent Music Report Singles Chart – it is the first charting rock song to feature the didgeridoo.",ssplit,"['The band\'s didgeridoo player, Billy Inda, played the didgeridoo on a song from Goanna\'s album, ""Spirit of Place"", in 1982.', 'The song, ""Solid Rock"", peaked at No. 3 in October on the Kent Music Report Singles Chart.', 'It is the first charting rock song to feature the didgeridoo.']",13,0.68,4,25,#,-1
No Fixed Address (band),42461,17,"The 1984 video for ""We Have Survived"" was filmed at Palm Beach and Botany Bay in Sydney.",rephrase,"['The band released ""We Have Survived"" in 1984.']",16,0.72,4,25,#,-1
No Fixed Address (band),42461,18,The song has become an unofficial anthem for many of Australia's indigenous peoples.,ignore,"[""The song has become an unofficial anthem for many of Australia's indigenous peoples.""]",17,0.76,4,25,#,-1
No Fixed Address (band),42461,19,"Returning to Australia Willoughby joined his cousin (Bunna Lawrie)'s band, Coloured Stone in 1984.",rephrase,"[""The first time was in 1984, when Willoughby joined his cousin Bunna Lawrie's band, Coloured Stone.""]",18,0.8,4,25,#,-1
No Fixed Address (band),42461,20,"In 1987 Willoughby reformed the band and they toured Europe, including a number of eastern bloc countries, appearing at the East Berlin Festival.",ssplit,"['They reformed in 1987 to tour through Europe.', 'They played at the East Berlin Festival in the same year.']",19,0.84,5,25,#,-1
No Fixed Address (band),42461,21,In late 1988 Willoughby joined Yothu Yindi and as result the group disbanded again.,rephrase,"['In late 1988, Willoughby joined Yothu Yindi and as result the group broke up again.']",21,0.88,5,25,#,-1
No Fixed Address (band),42461,22,"In 2008 the band reformed and played at the Dreaming Festival & Tarerer Festival in Woodford, Queensland, where they released a limited edition CD copy of ""From My Eyes"".",rephrase,['The band reformed again in 2008.'],22,0.92,5,25,#,-1
No Fixed Address (band),42461,23,"Also in 2008 the band's song ""We Have Survived"" was added to the National Film and Sound Archive's Sounds of Australia registry.",rephrase,"[""It was added to the National Film and Sound Archive's Sounds of Australia registry in 2008.""]",23,0.96,5,25,#,-1
No Fixed Address (band),42461,24,"In August 2011 No Fixed Address, along with Coloured Stone, were inducted into the Hall of Fame at the inaugural National Indigenous Music Awards.",rephrase,"['In August 2011, No Fixed Address and Coloured Stone were both listed in the Hall of Fame at the first National Indigenous Music Awards.']",24,1.0,5,25,#,-1
Bjuv Municipality,42476,0,Bjuv Municipality is a municipality in Skåne County in South Sweden in southern Sweden.,rephrase,['Bjuv Municipality is a municipality in Skåne County in southern Sweden.'],0,0.5,3,2,The county is in southern Sweden.,1
Bjuv Municipality,42476,1,Its seat is located in the town of Bjuv.,rephrase,['The seat is in Bjuv.'],1,1.0,5,2,#,-1
Jeffrey Moussaieff Masson,42601,0,"Jeffrey Moussaieff Masson (born March 28, 1941 as Jeffrey Lloyd Masson) is an American author.",rephrase,"['Jeffrey Masson (born 1941) is a psychotherapist and historian of psychotherapy who wrote a controversial book, """", about Austrian neurologist Sigmund Freud.']",0,0.5,3,2,"saieff Masson was born March 28, 1941 as Jeffrey Lloyd Masson.",1
Jeffrey Moussaieff Masson,42601,1,Masson is best known for his conclusions about Sigmund Freud and psychoanalysis.,delete,[],1,1.0,5,2,#,-1
Federal Capital Territory (Pakistan),42606,0,The Federal Capital Territory (FCT) around Karachi was the original capital territory of Pakistan.,ignore,['The Federal Capital Territory (FCT) around Karachi was the original Capital territory of Pakistan.'],0,0.3333333333333333,2,3,"The Federal Capital Hospital (Fct) around Karachi was the original capital territory of Pakistan, and many historic buildings have been built there since the 1800s.",1
Federal Capital Territory (Pakistan),42606,1,The FCT was created in 1948 from the city of Karachi and surrounding areas as the location for Pakistan's capital following independence.,ignore,"[""The FCT was created in 1948 from the city of Karachi and surrounding areas as the location for Pakistan's capital following independence.""]",1,0.6666666666666666,4,3,#,-1
Federal Capital Territory (Pakistan),42606,2,The FCT was bordered by the province of Sind to the northeast and the princely state of Las Bela to the northwest with the Arabian Sea to the south.,rephrase,['The FCT was bordered by the province of Sind Province (1936–1955) to the northeast and the princely state of State of Las Bela to the northwest with the Arabian Sea to the south.'],2,1.0,5,3,#,-1
Eugene Levy,42689,0,"Eugene Levy, (born December 17, 1946) is a Canadian actor, comedian, producer, director, and writer.",rephrase,"['Eugene Levy, (born December 17, 1946) is a Canadian movie, television, stage, voice actor, and comedian.']",0,0.1111111111111111,1,9,"Levy, who was born December 17, 1946, is a Canadian actor, comedian, producer, director and writer.",1
Eugene Levy,42689,1,"He is the only actor to have appeared in all eight of the ""American Pie"" films, in his role as Noah Levenstein.",rephrase,"['He is known for his role in the all eight of the ""American Pie"" series of movies.']",1,0.2222222222222222,2,9,#,-1
Eugene Levy,42689,2,"He often plays flustered and unconventional figures, with his humour often deriving from his excessive explanations of matters and the way in which he deals with sticky situations.",delete,[],2,0.3333333333333333,2,9,#,-1
Eugene Levy,42689,3,"Levy is a regular collaborator of actor-director Christopher Guest, appearing in and co-writing four of his films, commencing with ""Waiting for Guffman"" (1996).",delete,[],2,0.4444444444444444,3,9,#,-1
Eugene Levy,42689,4,"Levy was born to a Jewish family in Hamilton, Ontario.",rephrase,"['Levy was born in Hamilton, Ontario, Canada on December 17, 1946.']",2,0.5555555555555556,3,9,#,-1
Eugene Levy,42689,5,His mother was a homemaker and his father was a foreman at an automobile plant.,delete,[],3,0.6666666666666666,4,9,#,-1
Eugene Levy,42689,6,"He went to Westdale Secondary School, and attended McMaster University.",rephrase,['and studied at McMaster University.'],3,0.7777777777777778,4,9,#,-1
Eugene Levy,42689,7,"He was vice-president of the McMaster Film Board, a student film group, where he met moviemaker Ivan Reitman.",delete,[],4,0.8888888888888888,5,9,#,-1
Eugene Levy,42689,8,Levy married Deborah Divine in 1977 and together have two children: Dan and Sarah.,rephrase,['He has been married to Deborah Divine since 1977.'],4,1.0,5,9,#,-1
Albert I of Belgium,42779,0,Albert I (8 April 1875 – 17 February 1934) reigned as King of the Belgians from 1909 to 1934.,ignore,"['Albert I (April 8, 1875 – February 17, 1934) reigned as King of the Belgians from 1909 to 1934.']",0,0.3333333333333333,2,3,Albert I (8 April 1875 – 17 February 1934) reigned as King of the Belgians from 1909 to 1934.,1
Albert I of Belgium,42779,1,"This was an eventful period in the history of Belgium, which included the period of World War I (1914–1918), when 90 percent of Belgium was overrun, occupied, and ruled by the German Empire.",dsplit,"['This was an eventful period in the history of Belgium.', 'It included the period of World War I (1914-1918).']",1,0.6666666666666666,4,3,#,-1
Albert I of Belgium,42779,2,"Other crucial issues included the adoption of the Treaty of Versailles, the ruling of the Belgian Congo as an overseas possession of the Kingdom of Belgium along with the League of Nations mandate of Ruanda-Urundi, the reconstruction of Belgium following the war, and the first five years of the Great Depression (1929–1934).",delete,[],3,1.0,5,3,#,-1
1964 Summer Paralympics,42784,0,"The 1964 Summer Paralympics (Japanese: 第二回パラリンピック夏季競技大会 , Hepburn: Dai Ni-kai Pararinpikku Kyōgi Taikai ) , originally known as the 13th International Stoke Mandeville Games and also known as Paralympic Tokyo 1964, were the second Paralympic Games to be held.",rephrase,"['The 1964 Summer Paralympics took place in Tokyo, Japan.']",0,0.5,3,2,The Summer Paralympics were held in 1964. They were also the second Paralympic Games to be held.,2
1964 Summer Paralympics,42784,1,"They were held in Tokyo, Japan, and were the last Summer Paralympics to take place in the same city as the Summer Olympics until the 1988 Summer Paralympics.",delete,[],1,1.0,5,2,#,-1
Permeance,42825,0,"Permeance, in general, is the degree to which a material admits a flow of matter or energy.",rephrase,['Permeance is how well matter or energy flows through something.'],0,0.5,3,2,,3
Permeance,42825,1,Permeance is usually represented by a curly capital P: formula_1.,rephrase,"['In science, permeance is usually shown as: formula_1.']",1,1.0,5,2,#,-1
Chicago River,42941,0,"The Chicago River is a system of rivers and canals with a combined length of 156 mi that runs through the city of Chicago, including its center (the Chicago Loop).",rephrase,"['The Chicago River is 156 miles long (251 km) and goes through the city of Chicago, Illinois, including the center of the city (the Chicago Loop).']",0,0.0666666666666666,1,15,The Chicago River has a total length of 156 rivers and canals.,1
Chicago River,42941,1,"Though not especially long, the river is notable because it is one of the reasons for Chicago's geographic importance: the related Chicago Portage is a link between the Great Lakes and the Mississippi River Basin, and ultimately the Gulf of Mexico.",rephrase,"['The river is not long, but it is known for being the reason why Chicago became an important place, as the connection between the Great Lakes and the Mississippi Valley waterways.']",1,0.1333333333333333,1,15,#,-1
